transaction_id,customer_id,account_age_days,transaction_amount,timestamp,is_fraud,hour,weekday,month,is_high_value,transaction_amount_log,channel_Atm,channel_Mobile,channel_Pos,channel_Web,kyc_verified_No,kyc_verified_Yes
TXN_200070,CUST_334,2378,9180.0,2025-08-19 01:59:25,0,1,1,8,0,9.1248914101437,0.0,0.0,1.0,0.0,0.0,1.0
TXN_200071,CUST_742,662,11904.0,2025-08-13 15:34:41,0,15,2,8,0,9.384713758920963,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200072,CUST_267,1472,16214.0,2025-08-07 21:36:20,0,21,3,8,0,9.693692018741418,0.0,0.0,1.0,0.0,0.0,1.0
TXN_200073,CUST_747,520,71155.0,2025-08-23 01:17:43,0,1,5,8,1,11.17262992884516,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200074,CUST_709,2069,11108.0,2025-08-05 01:24:00,0,1,1,8,0,9.315510869581722,0.0,0.0,1.0,0.0,0.0,1.0
TXN_200075,CUST_393,1562,11995.0,2025-08-07 17:11:45,0,17,3,8,0,9.392328539868899,0.0,0.0,1.0,0.0,0.0,1.0
TXN_200076,CUST_565,1639,23769.0,2025-08-25 16:23:23,0,16,0,8,0,10.07617956035424,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200077,CUST_162,505,7286.0,2025-08-09 23:27:39,0,23,5,8,0,8.893847217670283,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200078,CUST_216,1854,7302.0,2025-08-20 07:06:27,0,7,2,8,0,8.89604050162011,1.0,0.0,0.0,0.0,0.0,1.0
TXN_200079,CUST_541,2737,5926.0,2025-08-22 19:07:55,0,19,4,8,0,8.687273461787838,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200080,CUST_660,790,4549.0,2025-08-19 21:18:31,0,21,1,8,0,8.422882511944996,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200081,CUST_575,817,9287.0,2025-08-24 15:06:59,0,15,6,8,0,9.136478523377727,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200082,CUST_413,982,11106.0,2025-08-09 16:43:23,0,16,5,8,0,9.31533081916712,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200083,CUST_458,1037,182977.0,2025-08-12 20:54:55,1,20,1,8,1,12.11712120601749,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200084,CUST_495,227,4506.0,2025-08-15 17:53:40,0,17,4,8,0,8.413387022690648,0.0,0.0,1.0,0.0,0.0,1.0
TXN_200085,CUST_584,2175,6119.0,2025-08-06 12:39:40,0,12,2,8,0,8.719317375506371,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200086,CUST_105,2361,2431.0,2025-08-14 05:04:59,0,5,3,8,0,7.796469243086058,0.0,0.0,1.0,0.0,0.0,1.0
TXN_200087,CUST_607,1164,7118.0,2025-08-05 16:25:09,0,16,1,8,0,8.870522545103873,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200088,CUST_779,1464,5805.0,2025-08-25 06:05:00,0,6,0,8,0,8.666647144584575,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200089,CUST_743,1653,17510.0,2025-08-15 00:02:59,0,0,4,8,0,9.7705845338719,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200090,CUST_217,12,7872.0,2025-08-13 18:17:11,0,18,2,8,0,8.971194463184467,0.0,1.0,0.0,0.0,1.0,0.0
TXN_200091,CUST_540,1244,17962.0,2025-08-01 14:46:42,0,14,4,8,0,9.796069365768835,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200092,CUST_257,1376,2943.0,2025-08-06 16:44:20,0,16,2,8,0,7.987524479848767,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200093,CUST_658,2482,3275.0,2025-08-09 08:45:11,0,8,5,8,0,8.09437844497296,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200094,CUST_512,2945,15935.0,2025-08-17 13:58:23,0,13,6,8,0,9.67633597982438,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200095,CUST_251,392,3622.0,2025-08-02 22:36:43,0,22,5,8,0,8.195057690895077,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200096,CUST_771,1546,9152.0,2025-08-12 14:52:09,0,14,1,8,0,9.121836973384779,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200097,CUST_479,60,295368.0,2025-08-14 16:22:58,0,16,3,8,1,12.595980701121658,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200098,CUST_626,915,9755.0,2025-08-14 03:55:39,0,3,3,8,0,9.18563775933581,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200099,CUST_350,2300,8927.0,2025-08-02 15:15:46,0,15,5,8,0,9.096947684621092,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200100,CUST_341,2221,2975.0,2025-08-04 02:38:16,0,2,0,8,0,7.998335395952982,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200101,CUST_469,1494,9944.0,2025-08-16 00:25:26,0,0,5,8,0,9.204825191288073,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200102,CUST_376,1669,11256.0,2025-08-07 11:31:14,0,11,3,8,0,9.328745436354804,0.0,0.0,1.0,0.0,0.0,1.0
TXN_200103,CUST_307,621,71680.0,2025-08-04 12:24:09,0,12,0,8,1,11.179980998444357,0.0,0.0,1.0,0.0,0.0,1.0
TXN_200104,CUST_179,1407,9688.0,2025-08-21 08:32:42,0,8,3,8,0,9.178746500385005,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200105,CUST_391,219,31541.0,2025-08-18 20:22:29,1,20,0,8,0,10.359075270047503,0.0,1.0,0.0,0.0,1.0,0.0
TXN_200106,CUST_137,670,10896.0,2025-08-08 13:44:41,0,13,4,8,0,9.296242800976886,0.0,0.0,1.0,0.0,0.0,1.0
TXN_200107,CUST_321,2723,282778.0,2025-08-15 22:17:26,0,22,4,8,1,12.552420952821594,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200108,CUST_773,732,21880.0,2025-08-24 14:59:18,0,14,6,8,0,9.99337395933065,1.0,0.0,0.0,0.0,0.0,1.0
TXN_200109,CUST_354,570,7732.0,2025-08-14 09:18:55,0,9,3,8,0,8.953252164609035,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200110,CUST_691,2919,6016.0,2025-08-11 05:36:07,0,5,0,8,0,8.702344075220351,0.0,1.0,0.0,0.0,1.0,0.0
TXN_200111,CUST_494,1771,17738.0,2025-08-10 05:26:18,0,5,6,8,0,9.78352088448894,0.0,0.0,1.0,0.0,0.0,1.0
TXN_200112,CUST_782,1206,28044.0,2025-08-06 14:07:09,0,14,2,8,0,10.241565641942437,1.0,0.0,0.0,0.0,0.0,1.0
TXN_200113,CUST_491,2832,11674.0,2025-08-10 01:32:00,0,1,6,8,0,9.365205082537098,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200114,CUST_713,626,9692.0,2025-08-16 00:39:32,0,0,5,8,0,9.179159254492609,1.0,0.0,0.0,0.0,0.0,1.0
TXN_200115,CUST_467,535,181337.0,2025-08-24 17:54:13,0,17,6,8,1,12.108117972132941,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200116,CUST_445,2948,19526.0,2025-08-18 16:01:18,0,16,0,8,0,9.879553402240496,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200117,CUST_319,2237,9034.0,2025-08-19 06:52:02,0,6,1,8,0,9.10886120302633,0.0,0.0,1.0,0.0,0.0,1.0
TXN_200118,CUST_290,71,5219.0,2025-08-06 17:10:53,0,17,2,8,0,8.560252680876685,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200119,CUST_106,1753,7301.0,2025-08-06 22:18:23,0,22,2,8,0,8.895903562215581,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200120,CUST_471,2102,8548.0,2025-08-03 05:33:40,0,5,6,8,0,9.053569596026234,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200121,CUST_446,1741,16998.0,2025-08-15 12:51:39,1,12,4,8,0,9.74090979777877,0.0,1.0,0.0,0.0,1.0,0.0
TXN_200122,CUST_488,30,9454.0,2025-08-19 17:01:06,0,17,1,8,0,9.154298981092557,0.0,0.0,1.0,0.0,0.0,1.0
TXN_200123,CUST_416,1044,5438.0,2025-08-10 05:56:51,0,5,6,8,0,8.60135049942296,0.0,0.0,1.0,0.0,0.0,1.0
TXN_200124,CUST_676,1330,5265.0,2025-08-16 23:05:05,0,23,5,8,0,8.569026340056254,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200125,CUST_422,1120,14686.0,2025-08-05 02:30:55,0,2,1,8,0,9.594718027753862,1.0,0.0,0.0,0.0,0.0,1.0
TXN_200126,CUST_522,2439,211389.0,2025-08-22 05:37:42,0,5,4,8,1,12.26146004760973,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200127,CUST_637,2159,25541.0,2025-08-08 06:17:33,0,6,4,8,0,10.148079435056207,0.0,0.0,1.0,0.0,0.0,1.0
TXN_200128,CUST_654,2691,17085.0,2025-08-02 15:38:42,0,15,5,8,0,9.746014693711563,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200129,CUST_455,1518,7095.0,2025-08-09 07:12:09,0,7,5,8,0,8.867286523989415,0.0,0.0,1.0,0.0,0.0,1.0
TXN_200130,CUST_351,2036,11983.0,2025-08-23 18:12:32,0,18,5,8,0,9.391327705757,1.0,0.0,0.0,0.0,0.0,1.0
TXN_200131,CUST_642,923,67492.0,2025-08-04 07:44:20,0,7,0,8,1,11.119779167779317,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200132,CUST_437,1344,5274.0,2025-08-06 19:22:57,0,19,2,8,0,8.570733958344267,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200133,CUST_695,1097,23975.0,2025-08-13 23:29:09,0,23,2,8,0,10.084808608996498,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200134,CUST_499,1330,7378.0,2025-08-15 23:04:27,1,23,4,8,0,8.906393407058367,0.0,0.0,1.0,0.0,1.0,0.0
TXN_200135,CUST_234,1669,4855.0,2025-08-11 10:53:59,0,10,0,8,0,8.487970332739334,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200136,CUST_301,320,3636.0,2025-08-21 04:41:42,0,4,3,8,0,8.19891444498699,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200137,CUST_306,1793,15227.0,2025-08-01 08:35:11,0,8,4,8,0,9.630891117502388,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200138,CUST_227,224,14821.0,2025-08-15 03:31:53,0,3,4,8,0,9.603867842511304,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200139,CUST_689,1670,13969.0,2025-08-12 03:10:45,0,3,1,8,0,9.544667452251007,0.0,0.0,1.0,0.0,0.0,1.0
TXN_200140,CUST_603,2080,9528.0,2025-08-11 21:46:10,0,21,0,8,0,9.162095059348188,0.0,0.0,1.0,0.0,0.0,1.0
TXN_200141,CUST_712,1094,54692.0,2025-08-16 19:57:21,0,19,5,8,1,10.909491009471575,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200142,CUST_734,2766,250746.0,2025-08-03 17:38:35,1,17,6,8,1,12.432199741644935,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200143,CUST_402,1269,6238.0,2025-08-15 08:18:48,0,8,4,8,0,8.738575192110787,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200144,CUST_378,2230,5092.0,2025-08-18 02:00:09,0,2,0,8,0,8.535622326884605,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200145,CUST_464,2957,5803.0,2025-08-20 07:01:59,0,7,2,8,0,8.666302614004078,0.0,0.0,1.0,0.0,1.0,0.0
TXN_200146,CUST_309,93,13251.0,2025-08-14 08:33:15,0,8,3,8,0,9.491903763419787,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200147,CUST_146,2038,13905.0,2025-08-01 05:31:29,0,5,4,8,0,9.540075680658964,0.0,1.0,0.0,0.0,1.0,0.0
TXN_200148,CUST_615,779,220769.0,2025-08-05 06:57:18,0,6,1,8,1,12.304876714588755,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200149,CUST_440,1368,17004.0,2025-08-19 18:02:14,0,18,1,8,0,9.741262697441297,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200150,CUST_781,2964,4939.0,2025-08-10 09:44:23,0,9,6,8,0,8.505120610181969,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200151,CUST_225,1073,214332.0,2025-08-18 03:59:21,0,3,0,8,1,12.275286159340483,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200152,CUST_382,2707,15175.0,2025-08-06 19:55:40,0,19,2,8,0,9.62747051161485,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200153,CUST_507,1391,11856.0,2025-08-16 21:17:00,0,21,5,8,0,9.380673689458071,0.0,0.0,1.0,0.0,0.0,1.0
TXN_200154,CUST_139,1870,9926.0,2025-08-05 07:40:06,0,7,1,8,0,9.203013596589722,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200155,CUST_327,861,6685.0,2025-08-02 12:04:53,0,12,5,8,0,8.807771066980044,1.0,0.0,0.0,0.0,0.0,1.0
TXN_200156,CUST_650,1212,14779.0,2025-08-08 05:45:30,0,5,4,8,0,9.601030194502194,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200157,CUST_398,2304,10358.0,2025-08-21 06:59:58,0,6,3,8,0,9.245610986058102,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200158,CUST_692,2235,16827.0,2025-08-03 00:13:20,0,0,6,8,0,9.730799444710412,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200159,CUST_393,712,6612.0,2025-08-11 15:05:01,0,15,0,8,0,8.796792687674662,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200160,CUST_316,791,8666.0,2025-08-15 09:32:05,0,9,4,8,0,9.067277989134345,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200161,CUST_165,1858,10606.0,2025-08-05 21:14:49,0,21,1,8,0,9.26926943950547,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200162,CUST_260,265,8062.0,2025-08-10 20:12:20,0,20,6,8,0,8.995040974685022,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200163,CUST_299,851,4667.0,2025-08-20 03:01:47,0,3,2,8,0,8.448485993406447,0.0,0.0,1.0,0.0,0.0,1.0
TXN_200164,CUST_374,2603,88718.0,2025-08-10 08:31:37,0,8,6,8,1,11.393229350545036,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200165,CUST_323,2130,16228.0,2025-08-14 02:32:53,0,2,3,8,0,9.694555044315882,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200166,CUST_521,148,4178.0,2025-08-03 11:46:04,0,11,6,8,0,8.337827262447915,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200167,CUST_407,273,12568.0,2025-08-18 06:45:45,0,6,0,8,0,9.438988743924838,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200168,CUST_481,1954,16039.0,2025-08-23 18:49:53,0,18,5,8,0,9.682840881420505,1.0,0.0,0.0,0.0,0.0,1.0
TXN_200169,CUST_688,488,3275.0,2025-08-17 16:10:54,0,16,6,8,0,8.09437844497296,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200170,CUST_649,2435,57077.0,2025-08-01 14:18:56,0,14,4,8,1,10.952174032434511,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200171,CUST_514,816,238078.0,2025-08-15 13:04:58,0,13,4,8,1,12.380357830349226,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200172,CUST_557,2397,7353.0,2025-08-05 19:22:34,0,19,1,8,0,8.902999661861218,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200173,CUST_602,1490,6953.0,2025-08-14 23:16:38,0,23,3,8,0,8.847072312567807,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200174,CUST_128,201,22150.0,2025-08-08 12:45:05,0,12,4,8,0,10.00563792118106,0.0,0.0,0.0,1.0,0.0,1.0
TXN_200175,CUST_382,518,15951.0,2025-08-09 07:58:44,0,7,5,8,0,9.67733949220162,0.0,1.0,0.0,0.0,1.0,0.0
TXN_200176,CUST_225,296,6251.0,2025-08-12 07:17:54,0,7,1,8,0,8.740656691541368,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200177,CUST_125,2840,5391.0,2025-08-02 09:39:37,0,9,5,8,0,8.592671652592143,1.0,0.0,0.0,0.0,0.0,1.0
TXN_200178,CUST_193,647,44200.0,2025-08-03 10:29:29,0,10,6,8,0,10.69650269224425,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200179,CUST_745,1637,6924.0,2025-08-16 21:51:53,0,21,5,8,0,8.842893331055539,0.0,0.0,1.0,0.0,0.0,1.0
TXN_200180,CUST_716,2813,2790.0,2025-08-21 15:42:55,0,15,3,8,0,7.934155233536322,0.0,1.0,0.0,0.0,0.0,1.0
TXN_200181,CUST_354,2738,14044.0,2025-08-11 15:23:14,0,15,0,8,0,9.550021739538344,0.0,1.0,0.0,0.0,0.0,1.0
