account_age_days,transaction_amount,hour,weekday,month,is_high_value,transaction_amount_log,channel_Atm,channel_Mobile,channel_Pos,channel_Web,kyc_verified_No,kyc_verified_Yes,is_fraud
1478,32395.0,17,4,8,0,10.38579023736888,0.0,1.0,0.0,0.0,0.0,1.0,0
2036,4162.0,20,5,8,0,8.333991247194975,0.0,1.0,0.0,0.0,0.0,1.0,1
2420,5845.0,8,5,8,0,8.673512945671192,0.0,0.0,1.0,0.0,0.0,1.0,0
797,8180.0,15,1,8,0,9.0095696715137,0.0,0.0,0.0,1.0,1.0,0.0,0
1559,6872.0,19,5,8,0,8.835355971121604,0.0,0.0,0.0,1.0,0.0,1.0,0
1249,8722.0,3,4,8,0,9.07371849443322,0.0,0.0,0.0,1.0,0.0,1.0,0
1965,50224.0,22,5,8,1,10.824268189683137,0.0,1.0,0.0,0.0,0.0,1.0,0
1851,297623.0,4,6,8,1,12.603586223850716,0.0,0.0,0.0,1.0,0.0,1.0,1
1890,280146.0,23,6,8,1,12.543069744387102,0.0,1.0,0.0,0.0,0.0,1.0,0
1071,12780.0,15,5,8,0,9.455714972131714,0.0,1.0,0.0,0.0,0.0,1.0,0
2206,5637.0,14,5,8,0,8.637284671674058,0.0,1.0,0.0,0.0,0.0,1.0,0
387,7637.0,0,3,8,0,8.940891067785461,0.0,0.0,0.0,1.0,0.0,1.0,0
1563,16285.0,13,3,8,0,9.698061122027076,0.0,1.0,0.0,0.0,0.0,1.0,0
932,2516.0,12,4,8,0,7.830822995135316,1.0,0.0,0.0,0.0,0.0,1.0,0
1062,7502.0,17,4,8,0,8.923058219545728,0.0,0.0,0.0,1.0,1.0,0.0,1
2429,9889.0,22,5,8,0,9.199279424616758,0.0,0.0,0.0,1.0,0.0,1.0,0
893,8423.0,9,6,8,0,9.03884005381381,0.0,0.0,1.0,0.0,0.0,1.0,0
774,7260.0,16,4,8,0,8.890272839380247,0.0,1.0,0.0,0.0,0.0,1.0,0
2358,2462.0,18,5,8,0,7.809135398120538,0.0,0.0,1.0,0.0,0.0,1.0,0
715,4477.0,9,5,8,0,8.4069317971587,0.0,1.0,0.0,0.0,0.0,1.0,0
2797,62450.0,20,6,8,1,11.042137528235768,0.0,0.0,1.0,0.0,0.0,1.0,0
179,115157.0,4,6,8,1,11.654060377433932,0.0,1.0,0.0,0.0,0.0,1.0,0
1481,7384.0,15,6,8,0,8.90720619496548,0.0,0.0,1.0,0.0,0.0,1.0,0
2224,14059.0,15,6,8,0,9.551089165364656,1.0,0.0,0.0,0.0,1.0,0.0,0
774,2145.0,13,4,8,0,7.671360923190644,1.0,0.0,0.0,0.0,0.0,1.0,0
1214,8055.0,10,0,8,0,8.994172434398399,0.0,0.0,0.0,1.0,0.0,1.0,0
312,1684.0,3,0,8,0,7.429520842786462,0.0,1.0,0.0,0.0,0.0,1.0,0
597,3068.0,3,2,8,0,8.029107054619736,0.0,1.0,0.0,0.0,0.0,1.0,0
136,8617.0,20,4,8,0,9.061608318175784,0.0,0.0,1.0,0.0,0.0,1.0,0
1697,4159.0,2,5,8,0,8.333270353255308,0.0,0.0,0.0,1.0,0.0,1.0,0
2021,10923.0,4,5,8,0,9.298717482593595,0.0,0.0,0.0,1.0,1.0,0.0,0
2567,256664.0,22,1,8,1,12.45552701163418,0.0,1.0,0.0,0.0,0.0,1.0,0
963,26790.0,22,0,8,0,10.19582128920296,0.0,0.0,0.0,1.0,0.0,1.0,0
899,56136.0,7,1,8,1,10.935550410654034,0.0,1.0,0.0,0.0,0.0,1.0,0
2154,15829.0,6,5,8,0,9.669662152875055,0.0,0.0,0.0,1.0,0.0,1.0,0
1907,239251.0,10,3,8,1,12.385272668736896,0.0,0.0,0.0,1.0,0.0,1.0,0
1808,290905.0,6,0,8,1,12.58075546991514,0.0,0.0,0.0,1.0,0.0,1.0,1
558,3495.0,12,3,8,0,8.159374736775426,0.0,1.0,0.0,0.0,0.0,1.0,0
2439,211389.0,5,4,8,1,12.26146004760973,0.0,0.0,0.0,1.0,0.0,1.0,0
1448,38339.0,1,5,8,0,10.554249016599636,1.0,0.0,0.0,0.0,0.0,1.0,0
2851,5421.0,15,5,8,0,8.598220030058611,0.0,0.0,0.0,1.0,0.0,1.0,0
1408,292649.0,19,4,8,1,12.586732634719366,0.0,0.0,0.0,1.0,1.0,0.0,0
2039,4207.0,13,3,8,0,8.344742754417545,0.0,0.0,1.0,0.0,0.0,1.0,0
2391,127400.0,13,3,8,1,11.755094871382958,0.0,0.0,0.0,1.0,0.0,1.0,0
1987,9622.0,10,5,8,0,9.1719113453564,0.0,1.0,0.0,0.0,0.0,1.0,0
2008,4133.0,18,5,8,0,8.327000740241713,0.0,1.0,0.0,0.0,0.0,1.0,0
2581,103663.0,18,3,8,1,11.548910178689738,0.0,1.0,0.0,0.0,0.0,1.0,0
2380,178497.0,5,0,8,1,12.092332675657268,0.0,0.0,0.0,1.0,0.0,1.0,1
952,12677.0,7,6,8,0,9.447623486844112,0.0,0.0,0.0,1.0,0.0,1.0,0
2000,8256.0,18,6,8,0,9.01881660441743,0.0,0.0,1.0,0.0,1.0,0.0,0
1083,12023.0,19,3,8,0,9.39465993143281,0.0,1.0,0.0,0.0,0.0,1.0,0
1886,8337.0,7,0,8,0,9.02857865844074,0.0,1.0,0.0,0.0,1.0,0.0,0
948,24792.0,17,4,8,0,10.118316634246252,0.0,0.0,1.0,0.0,0.0,1.0,0
1079,4423.0,5,4,8,0,8.39479954320217,0.0,0.0,1.0,0.0,0.0,1.0,0
1716,15664.0,21,6,8,0,9.659184203386292,0.0,1.0,0.0,0.0,0.0,1.0,0
1646,5524.0,0,5,8,0,8.617038526385954,0.0,1.0,0.0,0.0,0.0,1.0,0
695,7495.0,16,6,8,0,8.922124823918258,0.0,0.0,0.0,1.0,0.0,1.0,0
394,5589.0,15,4,8,0,8.628734566149145,1.0,0.0,0.0,0.0,0.0,1.0,0
2065,11225.0,9,4,8,0,9.325987795502144,0.0,1.0,0.0,0.0,0.0,1.0,0
1157,18790.0,6,6,8,0,9.841133310789152,0.0,1.0,0.0,0.0,0.0,1.0,0
2521,18275.0,3,3,8,0,9.813344002683165,0.0,0.0,0.0,1.0,0.0,1.0,0
1901,3893.0,6,0,8,0,8.267192185932146,0.0,1.0,0.0,0.0,0.0,1.0,0
1536,6483.0,23,4,8,0,8.777092882855566,0.0,0.0,0.0,1.0,0.0,1.0,0
1441,8752.0,2,6,8,0,9.077151777732436,0.0,0.0,0.0,1.0,0.0,1.0,0
1767,134043.0,20,6,8,1,11.805923383244243,0.0,1.0,0.0,0.0,0.0,1.0,0
2459,228122.0,19,5,8,1,12.337640236157174,0.0,0.0,0.0,1.0,0.0,1.0,1
2955,288735.0,17,0,8,1,12.573268054794228,1.0,0.0,0.0,0.0,1.0,0.0,0
2898,99459.0,13,1,8,1,11.50751083226873,0.0,1.0,0.0,0.0,0.0,1.0,1
1332,7437.0,5,3,8,0,8.914357274485015,0.0,1.0,0.0,0.0,0.0,1.0,0
364,12385.0,13,0,8,0,9.424322081498008,0.0,1.0,0.0,0.0,0.0,1.0,0
352,147016.0,0,4,8,1,11.898303505332864,0.0,0.0,0.0,1.0,0.0,1.0,0
2045,5595.0,8,5,8,0,8.629807335785372,0.0,1.0,0.0,0.0,1.0,0.0,1
2905,7776.0,18,0,8,0,8.958925938694943,0.0,0.0,1.0,0.0,1.0,0.0,0
276,2518.0,9,1,8,0,7.83161727635261,0.0,0.0,0.0,1.0,1.0,0.0,0
1681,1710.0,5,4,8,0,7.444833273892193,0.0,0.0,1.0,0.0,1.0,0.0,0
1397,1783.0,8,0,8,0,7.486613313139955,0.0,1.0,0.0,0.0,1.0,0.0,0
2026,17492.0,6,6,8,0,9.769556079890268,0.0,1.0,0.0,0.0,0.0,1.0,0
520,71155.0,1,5,8,1,11.17262992884516,0.0,1.0,0.0,0.0,0.0,1.0,0
1568,9052.0,3,4,8,0,9.11085147347544,0.0,1.0,0.0,0.0,0.0,1.0,0
2273,7133.0,21,5,8,0,8.872627365918836,0.0,0.0,1.0,0.0,0.0,1.0,0
260,6935.0,20,0,8,0,8.844480518460378,0.0,1.0,0.0,0.0,0.0,1.0,0
356,191220.0,17,5,8,1,12.16118510620426,0.0,1.0,0.0,0.0,0.0,1.0,0
54,8692.0,9,5,8,0,9.070273383079064,1.0,0.0,0.0,0.0,0.0,1.0,0
2581,142263.0,0,6,8,1,11.865439765423496,0.0,1.0,0.0,0.0,1.0,0.0,0
1402,8534.0,6,4,8,0,9.05193063522854,0.0,0.0,0.0,1.0,0.0,1.0,0
677,8263.0,14,0,8,0,9.019664010799474,0.0,1.0,0.0,0.0,0.0,1.0,0
804,4504.0,0,6,8,0,8.412943170042439,0.0,0.0,0.0,1.0,0.0,1.0,0
1041,10260.0,19,6,8,0,9.236105579862208,0.0,0.0,0.0,1.0,0.0,1.0,0
1162,8448.0,14,0,8,0,9.041803370152843,0.0,0.0,0.0,1.0,1.0,0.0,0
1065,9157.0,9,5,8,0,9.12238309321704,0.0,1.0,0.0,0.0,0.0,1.0,0
2515,12019.0,19,3,8,0,9.394327208089198,1.0,0.0,0.0,0.0,0.0,1.0,0
227,4506.0,17,4,8,0,8.413387022690648,0.0,0.0,1.0,0.0,0.0,1.0,0
2681,206937.0,1,2,8,1,12.240174510475146,0.0,0.0,0.0,1.0,0.0,1.0,0
157,4865.0,6,4,8,0,8.490027523343468,0.0,0.0,0.0,1.0,0.0,1.0,0
1239,10133.0,8,4,8,0,9.223651386035854,0.0,0.0,0.0,1.0,0.0,1.0,0
1626,7583.0,20,0,8,0,8.933796043934858,0.0,0.0,0.0,1.0,1.0,0.0,0
2507,11385.0,5,3,8,0,9.340139809511028,0.0,1.0,0.0,0.0,0.0,1.0,0
1592,266570.0,13,3,8,1,12.49339590361578,0.0,0.0,0.0,1.0,0.0,1.0,0
2867,12369.0,2,0,8,0,9.423029465386534,0.0,1.0,0.0,0.0,0.0,1.0,0
2781,1304.0,17,6,8,0,7.173958319756794,0.0,0.0,0.0,1.0,0.0,1.0,0
1007,11800.0,14,2,8,0,9.375939552625749,0.0,1.0,0.0,0.0,0.0,1.0,0
277,5110.0,12,2,8,0,8.53915035876828,0.0,1.0,0.0,0.0,0.0,1.0,0
1031,11240.0,10,5,8,0,9.327323087461798,0.0,1.0,0.0,0.0,0.0,1.0,0
2512,4666.0,1,5,8,0,8.448271745949816,0.0,0.0,1.0,0.0,0.0,1.0,1
87,218779.0,3,4,8,1,12.295821937673782,0.0,1.0,0.0,0.0,0.0,1.0,1
597,4658.0,21,5,8,0,8.446556111816797,1.0,0.0,0.0,0.0,0.0,1.0,0
1904,8185.0,2,5,8,0,9.010180657052349,0.0,0.0,1.0,0.0,0.0,1.0,0
596,11072.0,8,0,8,0,9.312264991698108,1.0,0.0,0.0,0.0,0.0,1.0,0
230,9171.0,15,5,8,0,9.123910643977794,0.0,1.0,0.0,0.0,0.0,1.0,0
2798,6687.0,4,5,8,0,8.808070154764538,0.0,0.0,0.0,1.0,0.0,1.0,0
718,7745.0,18,3,8,0,8.954931860074698,0.0,0.0,0.0,1.0,0.0,1.0,0
1939,5055.0,17,1,8,0,8.528330935826693,0.0,0.0,1.0,0.0,1.0,0.0,0
1282,6464.0,4,6,8,0,8.774158291205957,0.0,1.0,0.0,0.0,0.0,1.0,0
2842,3110.0,9,0,8,0,8.042699496897637,0.0,0.0,1.0,0.0,0.0,1.0,0
2596,13565.0,2,4,8,0,9.515321941506024,0.0,1.0,0.0,0.0,0.0,1.0,0
904,179407.0,2,1,8,1,12.09741782070066,0.0,1.0,0.0,0.0,0.0,1.0,1
117,17085.0,16,0,8,0,9.746014693711563,0.0,0.0,0.0,1.0,0.0,1.0,0
2514,7165.0,5,0,8,0,8.8771028978649,0.0,0.0,0.0,1.0,1.0,0.0,1
178,122854.0,10,3,8,1,11.718760077161802,0.0,1.0,0.0,0.0,0.0,1.0,1
1870,9926.0,7,1,8,0,9.203013596589722,0.0,1.0,0.0,0.0,0.0,1.0,0
2294,1945.0,6,0,8,0,7.57353126274595,0.0,0.0,0.0,1.0,0.0,1.0,0
1303,4396.0,0,5,8,0,8.388677769180811,0.0,0.0,1.0,0.0,0.0,1.0,1
2550,3345.0,11,4,8,0,8.11552088154677,1.0,0.0,0.0,0.0,0.0,1.0,0
2902,9555.0,2,0,8,0,9.1649245084457,0.0,0.0,0.0,1.0,0.0,1.0,0
261,48371.0,11,2,8,0,10.786676412905166,0.0,0.0,0.0,1.0,0.0,1.0,0
624,12421.0,19,2,8,0,9.427224373119248,0.0,0.0,0.0,1.0,1.0,0.0,0
2998,11163.0,12,3,8,0,9.320449594656212,0.0,0.0,0.0,1.0,0.0,1.0,0
884,7220.0,1,6,8,0,8.884748726451182,0.0,0.0,0.0,1.0,0.0,1.0,0
1402,8357.0,21,5,8,0,9.03097444300786,0.0,0.0,0.0,1.0,0.0,1.0,0
2603,88718.0,8,6,8,1,11.393229350545036,0.0,1.0,0.0,0.0,0.0,1.0,0
424,4523.0,5,3,8,0,8.41715183723601,0.0,0.0,0.0,1.0,0.0,1.0,0
836,4992.0,13,1,8,0,8.51579221050061,0.0,0.0,1.0,0.0,0.0,1.0,0
1821,6233.0,13,2,8,0,8.737773460327283,0.0,1.0,0.0,0.0,0.0,1.0,0
586,13359.0,14,0,8,0,9.500020447090638,0.0,0.0,0.0,1.0,0.0,1.0,0
626,9692.0,0,5,8,0,9.179159254492609,1.0,0.0,0.0,0.0,0.0,1.0,0
1808,35605.0,15,5,8,0,10.480269441964808,0.0,1.0,0.0,0.0,0.0,1.0,0
1975,7894.0,0,6,8,0,8.973984926689743,0.0,0.0,0.0,1.0,0.0,1.0,0
673,162880.0,8,6,8,1,12.000775151814643,0.0,0.0,0.0,1.0,0.0,1.0,1
1769,10300.0,14,5,8,0,9.239996256883693,1.0,0.0,0.0,0.0,0.0,1.0,0
1488,10270.0,7,1,8,0,9.237079669165803,0.0,0.0,0.0,1.0,0.0,1.0,0
2212,3863.0,3,6,8,0,8.259458195332408,1.0,0.0,0.0,0.0,1.0,0.0,0
585,109326.0,23,1,8,1,11.60209867019108,0.0,0.0,0.0,1.0,0.0,1.0,0
2590,11536.0,18,5,8,0,9.35331454092729,0.0,0.0,0.0,1.0,0.0,1.0,0
911,1740.0,11,3,8,0,7.462214939768189,0.0,0.0,0.0,1.0,1.0,0.0,0
255,18966.0,3,5,8,0,9.850455905984322,0.0,1.0,0.0,0.0,0.0,1.0,0
2800,14963.0,5,2,8,0,9.613402595468036,0.0,1.0,0.0,0.0,0.0,1.0,0
2988,23973.0,17,0,8,0,10.084725188767043,0.0,0.0,1.0,0.0,0.0,1.0,0
2317,14150.0,4,0,8,0,9.557540571952371,1.0,0.0,0.0,0.0,1.0,0.0,0
531,6294.0,17,5,8,0,8.747510946478448,0.0,0.0,0.0,1.0,0.0,1.0,0
1830,137036.0,13,2,8,1,11.828006241339818,0.0,0.0,0.0,1.0,0.0,1.0,0
1701,4949.0,14,2,8,0,8.507142855562735,0.0,1.0,0.0,0.0,0.0,1.0,0
2843,7873.0,23,2,8,0,8.971321471503682,1.0,0.0,0.0,0.0,0.0,1.0,0
2599,3425.0,7,3,8,0,8.139148678884066,0.0,0.0,0.0,1.0,0.0,1.0,0
140,8047.0,7,3,8,0,8.99317889233952,0.0,1.0,0.0,0.0,0.0,1.0,0
1727,7233.0,19,2,8,0,8.886547412512042,0.0,0.0,0.0,1.0,0.0,1.0,0
29,9272.0,11,5,8,0,9.134862230800223,0.0,1.0,0.0,0.0,0.0,1.0,1
497,7039.0,5,6,8,0,8.859363449152088,0.0,0.0,0.0,1.0,1.0,0.0,0
1940,88123.0,17,5,8,1,11.386500192532456,0.0,1.0,0.0,0.0,0.0,1.0,0
203,15349.0,8,6,8,0,9.638870753015343,1.0,0.0,0.0,0.0,0.0,1.0,0
2856,4296.0,4,1,8,0,8.365672383774996,0.0,0.0,0.0,1.0,1.0,0.0,0
2686,9258.0,3,6,8,0,9.133351330448049,0.0,0.0,1.0,0.0,0.0,1.0,0
29,7796.0,12,6,8,0,8.9614943233096,0.0,1.0,0.0,0.0,0.0,1.0,0
2839,11456.0,19,1,8,0,9.346356175893623,0.0,1.0,0.0,0.0,0.0,1.0,0
517,9051.0,22,0,8,0,9.110741006753427,0.0,0.0,1.0,0.0,1.0,0.0,0
2646,18791.0,7,1,8,0,9.841186526338747,0.0,0.0,0.0,1.0,1.0,0.0,0
887,22972.0,2,0,8,0,10.04207489229217,0.0,1.0,0.0,0.0,0.0,1.0,0
2640,6873.0,8,5,8,0,8.835501457409778,0.0,1.0,0.0,0.0,1.0,0.0,1
1557,133139.0,3,2,8,1,11.799156485154697,0.0,0.0,0.0,1.0,0.0,1.0,0
890,224490.0,23,3,8,1,12.321590896273998,0.0,0.0,1.0,0.0,0.0,1.0,0
664,2390.0,20,3,8,0,7.779466967458324,0.0,0.0,0.0,1.0,0.0,1.0,0
1051,12428.0,21,3,8,0,9.42778773074551,0.0,0.0,0.0,1.0,0.0,1.0,0
1068,42591.0,15,2,8,0,10.65942172119484,0.0,1.0,0.0,0.0,1.0,0.0,0
25,21223.0,18,1,8,0,9.962887895817577,1.0,0.0,0.0,0.0,0.0,1.0,0
1494,9944.0,0,5,8,0,9.204825191288071,0.0,1.0,0.0,0.0,0.0,1.0,0
2394,8595.0,6,2,8,0,9.0590522577624,0.0,1.0,0.0,0.0,0.0,1.0,0
556,7755.0,17,5,8,0,8.956222016362542,0.0,1.0,0.0,0.0,0.0,1.0,0
518,15951.0,7,5,8,0,9.67733949220162,0.0,1.0,0.0,0.0,1.0,0.0,0
479,5400.0,2,4,8,0,8.594339400592892,1.0,0.0,0.0,0.0,0.0,1.0,0
1525,25589.0,2,2,8,0,10.149956929153834,0.0,0.0,1.0,0.0,0.0,1.0,0
1815,3149.0,14,5,8,0,8.055157731819678,1.0,0.0,0.0,0.0,0.0,1.0,0
344,173678.0,2,1,8,1,12.06496404682026,0.0,1.0,0.0,0.0,0.0,1.0,0
1410,3480.0,17,6,8,0,8.15507488781144,0.0,0.0,0.0,1.0,0.0,1.0,0
1988,15333.0,13,4,8,0,9.63782786411884,0.0,1.0,0.0,0.0,1.0,0.0,0
1637,5922.0,14,3,8,0,8.686598356276965,0.0,0.0,1.0,0.0,0.0,1.0,0
1304,10837.0,7,2,8,0,9.29081375612606,0.0,1.0,0.0,0.0,0.0,1.0,0
2415,16261.0,19,6,8,0,9.696586376767783,0.0,0.0,0.0,1.0,0.0,1.0,0
2572,9592.0,7,4,8,0,9.168788944817948,0.0,0.0,0.0,1.0,0.0,1.0,0
2551,111361.0,2,2,8,1,11.620541435177088,0.0,1.0,0.0,0.0,0.0,1.0,1
1312,3559.0,7,0,8,0,8.177515823846075,0.0,1.0,0.0,0.0,0.0,1.0,0
1047,10006.0,3,2,8,0,9.211040127090456,0.0,0.0,1.0,0.0,0.0,1.0,0
409,4188.0,6,5,8,0,8.340217320947035,0.0,1.0,0.0,0.0,0.0,1.0,0
1377,20065.0,1,5,8,0,9.90678211948556,0.0,0.0,0.0,1.0,0.0,1.0,0
2759,7886.0,9,4,8,0,8.97297111339799,0.0,0.0,0.0,1.0,1.0,0.0,1
2117,4148.0,2,6,8,0,8.330622620332868,1.0,0.0,0.0,0.0,0.0,1.0,0
342,3125.0,9,0,8,0,8.047509510981422,0.0,1.0,0.0,0.0,0.0,1.0,0
1647,7825.0,6,3,8,0,8.965206802770357,0.0,0.0,1.0,0.0,0.0,1.0,0
1158,7234.0,20,4,8,0,8.886685639065584,0.0,0.0,1.0,0.0,0.0,1.0,0
1636,28969.0,0,2,8,0,10.274016090763396,0.0,0.0,0.0,1.0,0.0,1.0,0
401,227287.0,7,0,8,1,12.33397321478224,0.0,0.0,0.0,1.0,1.0,0.0,0
2218,6856.0,15,5,8,0,8.833025307284364,0.0,0.0,0.0,1.0,0.0,1.0,0
523,11450.0,9,5,8,0,9.34583234141334,0.0,0.0,0.0,1.0,0.0,1.0,0
728,112782.0,20,4,8,1,11.633220897468462,0.0,0.0,0.0,1.0,0.0,1.0,0
2589,10206.0,20,4,8,0,9.2308290384035,0.0,0.0,0.0,1.0,0.0,1.0,0
631,5544.0,13,2,8,0,8.620651899784468,0.0,0.0,0.0,1.0,1.0,0.0,0
2211,7277.0,6,5,8,0,8.892611378172106,0.0,1.0,0.0,0.0,0.0,1.0,1
